		  "POINT (20.3166 6.2862)","Africa Alleles"
		  "POINT (5.3329 47.1697)","Europeans Alleles"
		  "POINT (87.0603 50.4115)","Asian Alleles"
		  "POINT (135.3937 -26.5932)","Australian Alleles"
		  "POINT (-99.6719 38.0564)","North American Alleles"
		  "POINT (-59.0015 -9.2817)","South American Alleles"
		  "POINT (34.3000 27.8900)","Mar Rojo Alleles"
